KEY_DISTRITO,KEY_SECCION,Antig_1901_a_1940,Antig_1941_a_1950,Antig_1951_a_1960,Antig_1961_a_1970,Antig_1971_a_1980,Antig_1981_a_1990,Antig_1991_a_2000,Antig_2001_a_2010,Antig_2011_a_2020,Antig_2021_a_2030,Antig_Menor_1901
10,115,0,0,18,10,7,1,1,1,0,0,2
10,116,0,0,0,14,1,0,0,0,0,0,3
10,117,0,0,2,8,4,0,0,0,0,0,0
10,118,0,0,0,2,0,0,0,0,0,0,0
10,119,0,0,0,5,0,0,0,0,0,0,0
10,120,0,0,29,1,0,0,0,0,0,0,0
10,121,0,0,3,6,6,0,0,1,0,0,0
10,122,0,0,3,4,13,2,0,0,1,0,0
10,123,0,0,0,4,14,0,0,3,0,0,0
10,124,1,0,0,3,8,3,0,4,0,0,0
10,125,0,0,0,3,13,0,0,0,1,0,0
10,126,0,0,2,2,2,0,0,0,0,0,0
10,127,0,0,0,1,8,1,0,18,0,0,0
10,128,0,0,0,21,11,3,1,0,0,0,0
10,129,0,0,0,0,10,18,0,0,0,0,0
10,130,0,0,0,24,0,0,0,0,0,0,0
10,131,0,0,0,2,0,9,0,0,0,0,0
10,132,0,0,0,16,0,0,0,0,0,0,0
10,133,0,0,0,10,1,0,0,0,0,0,0
10,134,0,0,14,5,0,0,0,0,1,0,0
10,135,0,0,8,26,11,1,1,0,0,0,2
10,136,0,0,0,15,4,0,0,0,0,0,0
10,137,0,1,1,65,9,18,8,14,0,0,0
10,138,0,2,1,33,1,5,4,10,0,9,0
10,139,1,0,0,18,9,0,0,0,0,0,0
10,140,0,0,0,32,0,0,0,0,0,0,0
10,141,0,0,0,18,0,0,6,0,0,0,0
10,142,0,0,0,35,1,0,2,0,0,0,0
10,143,0,0,0,35,0,0,0,0,0,0,0
10,234,0,0,0,0,21,5,0,0,0,0,0
10,235,0,0,0,6,0,1,0,3,1,1,0
10,236,0,0,0,8,2,0,0,2,0,0,0
10,237,2,0,2,9,3,0,0,0,2,0,0
